DriverNumber,LapNumber,Compound,TyreLife,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Distance,X,Y,Z,Year,Event
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.000,11489,285,7,100,False,0,0.069,-377,1333,-159,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.074,11513,286,7,100,False,0,5.983,-375,1391,-159,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.370,11561,288,7,100,False,0,29.678,-366,1559,-157,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.454,11589,288,7,100,False,0,36.413,-364,1615,-158,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.570,11618,289,7,100,False,0,45.733,-359,1707,-158,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.594,11478,289,7,100,False,0,47.666,-359,1727,-159,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.774,11339,290,7,100,False,0,62.214,-352,1872,-159,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:00.810,11200,291,7,100,False,0,65.133,-350,1899,-158,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:01.034,10964,292,7,100,False,0,83.362,-344,2083,-159,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:01.050,10729,293,7,100,False,0,84.667,-343,2098,-159,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:01.334,10630,293,7,100,False,0,107.852,-331,2410,-159,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:01.370,10531,294,8,100,False,0,110.8,-329,2440,-158,2023,Bahrain Grand Prix
16,38,HARD,5.0,26.5,21.0,1017.2,False,29.5,168,0.6,00:01.690,10556,296,8,100,False,0,137.111,-320,2624,-158,2023,Bahrain Grand Prix
